기간	자치구	행정동	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	세대당인구	65세이상고령자
기간	자치구	행정동	세대	합계	합계	합계	한국인	한국인	한국인	외국인	외국인	외국인	세대당인구	65세이상고령자
기간	자치구	행정동	세대	계	남자	여자	계	남자	여자	계	남자	여자	세대당인구	65세이상고령자
2018.1/4	강동구	둔촌2동	11,178	28,831	14,313	14,518	28,696	14,248	14,448	135	65	70	2.57	3,616
2018.1/4	강동구	암사1동	16,305	38,086	18,962	19,124	37,761	18,849	18,912	325	113	212	2.32	5,189
2018.1/4	강동구	천호2동	17,532	36,934	18,548	18,386	36,157	18,167	17,990	777	381	396	2.06	5,441
2018.1/4	강동구	길동	21,069	49,982	24,617	25,365	49,635	24,480	25,155	347	137	210	2.36	6,569
2018.2/4	합계	합계	4,241,547	10,089,517	4,935,944	5,153,573	9,814,049	4,802,769	5,011,280	275,468	133,175	142,293	2.31	1,393,671
2018.2/4	종로구	소계	73,655	163,569	79,522	84,047	153,780	75,247	78,533	9,789	4,275	5,514	2.09	26,512
2018.2/4	종로구	사직동	4,471	9,722	4,416	5,306	9,463	4,277	5,186	259	139	120	2.12	1,735
2018.2/4	종로구	삼청동	1,415	3,067	1,461	1,606	2,852	1,352	1,500	215	109	106	2.02	628
2018.2/4	종로구	부암동	4,279	10,540	5,072	5,468	10,146	4,893	5,253	394	179	215	2.37	1,753
2018.2/4	종로구	평창동	7,599	19,154	9,021	10,133	18,995	8,946	10,049	159	75	84	2.5	3,104
2018.2/4	종로구	무악동	3,018	8,282	3,863	4,419	8,229	3,840	4,389	53	23	30	2.73	1,270
2018.2/4	종로구	교남동	4,506	10,748	5,035	5,713	10,571	4,933	5,638	177	102	75	2.35	1,453
2018.2/4	종로구	가회동	2,074	4,608	2,148	2,460	4,479	2,079	2,400	129	69	60	2.16	907
2018.2/4	종로구	종로1.2.3.4가동	5,329	8,485	4,968	3,517	7,520	4,448	3,072	965	520	445	1.41	1,883
2018.2/4	종로구	종로5·6가동	3,168	5,615	3,060	2,555	5,292	2,903	2,389	323	157	166	1.67	1,096
2018.2/4	종로구	이화동	4,487	8,667	4,035	4,632	8,159	3,859	4,300	508	176	332	1.82	1,325
2018.2/4	종로구	창신1동	3,022	6,259	3,389	2,870	5,410	2,938	2,472	849	451	398	1.79	1,138
2018.2/4	종로구	창신2동	4,228	10,213	5,164	5,049	9,013	4,600	4,413	1,200	564	636	2.13	1,669
2018.2/4	종로구	창신3동	2,878	7,476	3,679	3,797	7,300	3,586	3,714	176	93	83	2.54	1,118
2018.2/4	종로구	숭인1동	3,006	6,824	3,366	3,458	6,480	3,209	3,271	344	157	187	2.16	1,115
2018.2/4	종로구	숭인2동	5,663	10,088	5,102	4,986	9,597	4,917	4,680	491	185	306	1.69	1,605
2018.2/4	종로구	청운효자동	5,422	13,467	6,348	7,119	13,166	6,173	6,993	301	175	126	2.43	2,170
2018.2/4	종로구	혜화동	9,090	20,354	9,395	10,959	17,108	8,294	8,814	3,246	1,101	2,145	1.88	2,543
2018.2/4	중구	소계	61,091	135,427	66,673	68,754	126,032	62,260	63,772	9,395	4,413	4,982	2.06	21,798
2018.2/4	중구	소공동	1,069	2,820	1,466	1,354	2,040	1,010	1,030	780	456	324	1.91	262
2018.2/4	중구	회현동	3,271	5,927	3,237	2,690	5,323	2,914	2,409	604	323	281	1.63	1,381
2018.2/4	중구	명동	1,419	3,398	1,492	1,906	2,850	1,197	1,653	548	295	253	2.01	682
2018.2/4	중구	필동	2,259	4,999	2,488	2,511	4,012	2,075	1,937	987	413	574	1.78	783
2018.2/4	중구	장충동	2,670	5,664	2,763	2,901	4,795	2,438	2,357	869	325	544	1.8	761
2018.2/4	중구	광희동	2,906	6,021	3,135	2,886	4,999	2,661	2,338	1,022	474	548	1.72	1,115
2018.2/4	중구	을지로동	1,182	1,809	1,126	683	1,639	1,040	599	170	86	84	1.39	461
2018.2/4	중구	신당5동	4,438	9,683	4,804	4,879	9,338	4,654	4,684	345	150	195	2.1	1,493
2018.2/4	중구	황학동	6,413	13,292	6,516	6,776	12,314	6,069	6,245	978	447	531	1.92	1,793
2018.2/4	중구	중림동	5,686	12,693	6,377	6,316	12,375	6,210	6,165	318	167	151	2.18	1,821
2018.2/4	중구	신당동	4,418	9,540	4,713	4,827	7,839	3,937	3,902	1,701	776	925	1.77	1,295
2018.2/4	중구	다산동	6,885	15,252	7,408	7,844	14,743	7,172	7,571	509	236	273	2.14	2,427
2018.2/4	중구	약수동	7,814	18,134	8,612	9,522	17,924	8,504	9,420	210	108	102	2.29	3,370
2018.2/4	중구	청구동	6,462	14,938	7,114	7,824	14,743	7,021	7,722	195	93	102	2.28	2,492
2018.2/4	중구	동화동	4,199	11,257	5,422	5,835	11,098	5,358	5,740	159	64	95	2.64	1,662
2018.2/4	용산구	소계	108,516	245,245	119,963	125,282	229,677	111,078	118,599	15,568	8,885	6,683	2.12	37,331
2018.2/4	용산구	후암동	8,532	18,861	9,207	9,654	18,330	8,928	9,402	531	279	252	2.15	2,930
2018.2/4	용산구	용산2가동	5,539	12,225	5,966	6,259	10,854	5,206	5,648	1,371	760	611	1.96	1,989
2018.2/4	용산구	남영동	5,445	8,481	5,164	3,317	7,887	4,871	3,016	594	293	301	1.45	1,524
2018.2/4	용산구	원효로2동	6,014	15,149	7,109	8,040	14,995	7,046	7,949	154	63	91	2.49	2,265
2018.2/4	용산구	효창동	3,734	9,117	4,339	4,778	9,002	4,291	4,711	115	48	67	2.41	1,321
2018.2/4	용산구	용문동	5,337	12,834	6,174	6,660	12,703	6,118	6,585	131	56	75	2.38	1,931
2018.2/4	용산구	이촌1동	10,127	29,077	13,628	15,449	27,991	13,043	14,948	1,086	585	501	2.76	4,237
2018.2/4	용산구	이촌2동	3,857	9,236	4,354	4,882	9,144	4,316	4,828	92	38	54	2.37	1,692
2018.2/4	용산구	이태원1동	3,869	8,789	4,523	4,266	7,056	3,352	3,704	1,733	1,171	562	1.82	1,508
2018.2/4	용산구	이태원2동	4,906	10,989	5,264	5,725	9,482	4,398	5,084	1,507	866	641	1.93	1,844
2018.2/4	용산구	서빙고동	5,345	14,377	6,951	7,426	13,630	6,563	7,067	747	388	359	2.55	2,013
2018.2/4	용산구	보광동	7,797	16,345	8,182	8,163	15,163	7,434	7,729	1,182	748	434	1.94	2,658
2018.2/4	용산구	청파동	10,573	21,110	10,037	11,073	20,295	9,751	10,544	815	286	529	1.92	3,228
2018.2/4	용산구	원효로1동	7,180	15,764	7,700	8,064	15,153	7,367	7,786	611	333	278	2.11	1,813
2018.2/4	용산구	한강로동	9,347	18,927	9,281	9,646	17,417	8,478	8,939	1,510	803	707	1.86	2,939
2018.2/4	용산구	한남동	10,914	23,964	12,084	11,880	20,575	9,916	10,659	3,389	2,168	1,221	1.89	3,439
2018.2/4	성동구	소계	135,666	316,068	155,268	160,800	308,066	151,571	156,495	8,002	3,697	4,305	2.27	42,171
2018.2/4	성동구	왕십리2동	7,697	18,288	8,931	9,357	17,898	8,770	9,128	390	161	229	2.33	2,371
2018.2/4	성동구	마장동	10,563	24,380	11,988	12,392	23,647	11,682	11,965	733	306	427	2.24	3,459
2018.2/4	성동구	사근동	6,927	13,098	6,559	6,539	11,456	5,914	5,542	1,642	645	997	1.65	1,411
2018.2/4	성동구	행당1동	6,352	14,433	7,057	7,376	14,006	6,858	7,148	427	199	228	2.2	2,084
2018.2/4	성동구	행당2동	9,469	25,242	11,926	13,316	25,154	11,890	13,264	88	36	52	2.66	3,325
2018.2/4	성동구	응봉동	6,255	16,558	7,871	8,687	16,503	7,851	8,652	55	20	35	2.64	2,336
2018.2/4	성동구	금호1가동	6,443	15,916	7,669	8,247	15,813	7,621	8,192	103	48	55	2.45	2,258
2018.2/4	성동구	금호4가동	6,460	15,378	7,376	8,002	15,230	7,308	7,922	148	68	80	2.36	2,092
2018.2/4	성동구	성수1가1동	7,643	17,694	8,908	8,786	17,372	8,716	8,656	322	192	130	2.27	1,976
2018.2/4	성동구	성수1가2동	7,281	16,090	8,056	8,034	15,644	7,825	7,819	446	231	215	2.15	1,983
2018.2/4	성동구	성수2가1동	8,585	18,601	9,638	8,963	17,868	9,292	8,576	733	346	387	2.08	2,620
2018.2/4	성동구	성수2가3동	5,666	12,027	6,232	5,795	11,672	6,033	5,639	355	199	156	2.06	1,689
2018.2/4	성동구	송정동	5,478	11,859	6,295	5,564	11,349	6,036	5,313	510	259	251	2.07	1,584
2018.2/4	성동구	용답동	8,087	16,564	8,718	7,846	15,468	8,183	7,285	1,096	535	561	1.91	2,465
2018.2/4	성동구	왕십리도선동	11,547	27,817	13,302	14,515	27,339	13,098	14,241	478	204	274	2.37	3,299
2018.2/4	성동구	금호2.3가동	10,267	24,562	11,777	12,785	24,352	11,685	12,667	210	92	118	2.37	3,611
2018.2/4	성동구	옥수동	10,946	27,561	12,965	14,596	27,295	12,809	14,486	266	156	110	2.49	3,608
2018.2/4	광진구	소계	161,294	370,519	179,621	190,898	355,748	173,216	182,532	14,771	6,405	8,366	2.21	44,806
2018.2/4	광진구	화양동	15,145	24,440	11,328	13,112	21,439	10,297	11,142	3,001	1,031	1,970	1.42	2,161
2018.2/4	광진구	군자동	10,356	21,930	10,814	11,116	20,109	9,934	10,175	1,821	880	941	1.94	2,675
2018.2/4	광진구	중곡1동	7,756	16,419	8,070	8,349	15,965	7,878	8,087	454	192	262	2.06	2,212
2018.2/4	광진구	중곡2동	10,209	22,816	11,040	11,776	22,445	10,886	11,559	371	154	217	2.2	2,840
2018.2/4	광진구	중곡3동	8,393	17,900	8,861	9,039	17,653	8,772	8,881	247	89	158	2.1	2,487
2018.2/4	광진구	중곡4동	13,181	31,484	15,516	15,968	31,147	15,387	15,760	337	129	208	2.36	4,365
2018.2/4	광진구	능동	6,105	11,865	5,527	6,338	11,555	5,369	6,186	310	158	152	1.89	1,429
2018.2/4	광진구	구의1동	11,525	23,460	11,244	12,216	22,725	10,902	11,823	735	342	393	1.97	2,836
2018.2/4	광진구	구의2동	10,680	25,955	12,598	13,357	25,547	12,422	13,125	408	176	232	2.39	3,635
2018.2/4	광진구	구의3동	12,126	30,547	14,575	15,972	30,236	14,428	15,808	311	147	164	2.49	3,502
2018.2/4	광진구	광장동	11,957	36,431	17,689	18,742	36,258	17,613	18,645	173	76	97	3.03	3,316
2018.2/4	광진구	자양1동	11,340	24,621	11,908	12,713	23,433	11,357	12,076	1,188	551	637	2.07	3,024
2018.2/4	광진구	자양2동	11,269	27,660	13,583	14,077	27,294	13,424	13,870	366	159	207	2.42	3,415
2018.2/4	광진구	자양3동	11,058	30,276	14,622	15,654	29,960	14,485	15,475	316	137	179	2.71	3,467
2018.2/4	광진구	자양4동	10,194	24,715	12,246	12,469	19,982	10,062	9,920	4,733	2,184	2,549	1.96	3,442
2018.2/4	동대문구	소계	160,757	364,527	180,126	184,401	348,903	174,128	174,775	15,624	5,998	9,626	2.17	56,675
2018.2/4	동대문구	회기동	5,870	12,673	5,724	6,949	10,343	4,952	5,391	2,330	772	1,558	1.76	1,444
2018.2/4	동대문구	휘경1동	6,845	14,602	7,175	7,427	13,031	6,560	6,471	1,571	615	956	1.9	2,179
2018.2/4	동대문구	휘경2동	11,110	25,129	12,310	12,819	24,647	12,143	12,504	482	167	315	2.22	3,452
2018.2/4	동대문구	청량리동	10,513	22,814	11,440	11,374	22,093	11,103	10,990	721	337	384	2.1	4,985
2018.2/4	동대문구	용신동	16,286	32,056	16,436	15,620	30,531	15,755	14,776	1,525	681	844	1.87	5,314
2018.2/4	동대문구	제기동	12,724	27,685	13,893	13,792	25,295	12,944	12,351	2,390	949	1,441	1.99	5,211
2018.2/4	동대문구	전농1동	14,004	29,775	15,066	14,709	29,259	14,841	14,418	516	225	291	2.09	5,039
2018.2/4	동대문구	전농2동	7,644	20,345	9,746	10,599	20,000	9,637	10,363	345	109	236	2.62	3,260
2018.2/4	동대문구	답십리1동	11,089	26,434	12,891	13,543	26,041	12,721	13,320	393	170	223	2.35	3,443
2018.2/4	동대문구	답십리2동	12,003	29,384	14,404	14,980	29,097	14,272	14,825	287	132	155	2.42	4,833
2018.2/4	동대문구	장안1동	17,093	39,419	19,674	19,745	38,776	19,396	19,380	643	278	365	2.27	5,431
2018.2/4	동대문구	장안2동	12,559	31,215	15,655	15,560	30,949	15,561	15,388	266	94	172	2.46	4,182
2018.2/4	동대문구	이문1동	14,321	30,731	14,810	15,921	27,132	13,585	13,547	3,599	1,225	2,374	1.89	4,457
2018.2/4	동대문구	이문2동	8,696	22,265	10,902	11,363	21,709	10,658	11,051	556	244	312	2.5	3,445
2018.2/4	중랑구	소계	179,690	410,296	203,711	206,585	405,551	201,803	203,748	4,745	1,908	2,837	2.26	60,618
2018.2/4	중랑구	면목2동	12,183	26,672	13,338	13,334	26,319	13,211	13,108	353	127	226	2.16	3,900
2018.2/4	중랑구	면목4동	9,493	21,022	10,410	10,612	20,732	10,291	10,441	290	119	171	2.18	3,329
2018.2/4	중랑구	면목5동	4,643	10,255	5,246	5,009	10,128	5,189	4,939	127	57	70	2.18	1,560
2018.2/4	중랑구	면목7동	10,103	22,464	11,161	11,303	22,177	11,052	11,125	287	109	178	2.2	3,648
2018.2/4	중랑구	상봉1동	10,119	25,792	12,621	13,171	25,637	12,560	13,077	155	61	94	2.53	3,248
2018.2/4	중랑구	상봉2동	9,931	18,940	9,330	9,610	18,632	9,200	9,432	308	130	178	1.88	2,600
2018.2/4	중랑구	중화1동	8,773	21,023	10,372	10,651	20,877	10,318	10,559	146	54	92	2.38	2,973
2018.2/4	중랑구	중화2동	14,262	28,730	14,800	13,930	28,122	14,544	13,578	608	256	352	1.97	4,646
2018.2/4	중랑구	묵1동	14,423	36,289	17,741	18,548	36,129	17,680	18,449	160	61	99	2.5	5,010
2018.2/4	중랑구	묵2동	9,145	20,451	10,075	10,376	20,233	9,997	10,236	218	78	140	2.21	2,964
2018.2/4	중랑구	망우3동	8,462	18,507	9,282	9,225	18,217	9,166	9,051	290	116	174	2.15	2,919
2018.2/4	중랑구	신내1동	14,491	41,244	20,227	21,017	41,100	20,161	20,939	144	66	78	2.84	5,691
2018.2/4	중랑구	신내2동	8,993	22,666	10,910	11,756	22,594	10,886	11,708	72	24	48	2.51	3,366
2018.2/4	중랑구	면목본동	17,409	36,715	18,272	18,443	35,925	17,938	17,987	790	334	456	2.06	5,285
2018.2/4	중랑구	면목3.8동	12,599	27,438	13,724	13,714	26,987	13,532	13,455	451	192	259	2.14	4,390
2018.2/4	중랑구	망우본동	14,661	32,088	16,202	15,886	31,742	16,078	15,664	346	124	222	2.17	5,089
2018.2/4	성북구	소계	186,696	451,829	218,998	232,831	440,272	214,430	225,842	11,557	4,568	6,989	2.36	67,132
2018.2/4	성북구	돈암1동	6,379	16,547	7,764	8,783	16,433	7,717	8,716	114	47	67	2.58	2,569
2018.2/4	성북구	돈암2동	8,502	25,200	12,053	13,147	25,100	12,006	13,094	100	47	53	2.95	3,072
2018.2/4	성북구	안암동	8,698	17,319	8,444	8,875	15,268	7,756	7,512	2,051	688	1,363	1.76	2,015
2018.2/4	성북구	보문동	7,999	17,304	8,380	8,924	16,958	8,239	8,719	346	141	205	2.12	2,301
2018.2/4	성북구	정릉1동	7,023	18,738	8,965	9,773	18,214	8,808	9,406	524	157	367	2.59	2,770
2018.2/4	성북구	정릉2동	9,611	24,303	11,892	12,411	24,086	11,810	12,276	217	82	135	2.51	3,981
2018.2/4	성북구	정릉3동	7,551	17,349	8,668	8,681	16,019	7,998	8,021	1,330	670	660	2.12	3,055
2018.2/4	성북구	정릉4동	11,046	27,341	13,280	14,061	27,036	13,187	13,849	305	93	212	2.45	4,356
2018.2/4	성북구	길음1동	12,980	37,856	18,130	19,726	37,672	18,051	19,621	184	79	105	2.9	4,143
2018.2/4	성북구	길음2동	4,987	11,956	5,822	6,134	11,794	5,751	6,043	162	71	91	2.36	1,899
2018.2/4	성북구	월곡1동	10,749	28,039	13,639	14,400	27,805	13,549	14,256	234	90	144	2.59	4,202
2018.2/4	성북구	월곡2동	8,855	20,897	10,214	10,683	20,271	9,933	10,338	626	281	345	2.29	3,234
2018.2/4	성북구	장위1동	8,949	21,241	10,509	10,732	21,019	10,430	10,589	222	79	143	2.35	3,384
2018.2/4	성북구	장위2동	7,369	17,149	8,573	8,576	16,849	8,448	8,401	300	125	175	2.29	3,353
2018.2/4	성북구	장위3동	4,886	11,984	6,023	5,961	11,787	5,935	5,852	197	88	109	2.41	1,895
2018.2/4	성북구	성북동	7,992	17,966	8,503	9,463	17,445	8,280	9,165	521	223	298	2.18	2,923
2018.2/4	성북구	삼선동	12,586	27,065	13,088	13,977	26,513	12,846	13,667	552	242	310	2.11	3,977
2018.2/4	성북구	동선동	8,870	16,542	7,039	9,503	15,723	6,791	8,932	819	248	571	1.77	2,147
2018.2/4	성북구	종암동	16,971	42,820	21,005	21,815	41,007	20,345	20,662	1,813	660	1,153	2.42	6,049
2018.2/4	성북구	석관동	14,693	34,213	17,007	17,206	33,273	16,550	16,723	940	457	483	2.26	5,807
2018.2/4	강북구	소계	143,187	326,063	159,219	166,844	322,385	157,769	164,616	3,678	1,450	2,228	2.25	57,401
2018.2/4	강북구	번1동	10,071	19,944	9,874	10,070	19,607	9,745	9,862	337	129	208	1.95	3,305
2018.2/4	강북구	번2동	7,538	17,727	8,584	9,143	17,587	8,541	9,046	140	43	97	2.33	3,590
2018.2/4	강북구	번3동	7,613	19,144	9,089	10,055	19,064	9,074	9,990	80	15	65	2.5	4,357
2018.2/4	강북구	수유1동	10,242	22,326	11,001	11,325	22,058	10,899	11,159	268	102	166	2.15	3,953
2018.2/4	강북구	수유2동	9,517	22,627	10,968	11,659	22,468	10,907	11,561	159	61	98	2.36	4,221
2018.2/4	강북구	수유3동	12,224	24,251	12,082	12,169	23,858	11,936	11,922	393	146	247	1.95	4,058
2018.2/4	강북구	삼양동	12,420	28,329	14,098	14,231	28,108	14,012	14,096	221	86	135	2.26	4,848
2018.2/4	강북구	미아동	11,116	23,182	11,167	12,015	22,657	10,957	11,700	525	210	315	2.04	3,912
2018.2/4	강북구	송중동	13,084	30,077	14,473	15,604	29,514	14,221	15,293	563	252	311	2.26	5,281
2018.2/4	강북구	송천동	13,745	29,695	14,820	14,875	29,215	14,603	14,612	480	217	263	2.13	5,517
2018.2/4	강북구	삼각산동	11,892	33,754	16,282	17,472	33,622	16,225	17,397	132	57	75	2.83	3,896
2018.2/4	강북구	우이동	9,434	21,928	10,675	11,253	21,794	10,616	11,178	134	59	75	2.31	4,270
2018.2/4	강북구	인수동	14,291	33,079	16,106	16,973	32,833	16,033	16,800	246	73	173	2.3	6,193
2018.2/4	도봉구	소계	137,560	344,096	168,282	175,814	341,928	167,465	174,463	2,168	817	1,351	2.49	54,969
2018.2/4	도봉구	쌍문1동	9,114	22,438	10,850	11,588	22,150	10,764	11,386	288	86	202	2.43	3,872
2018.2/4	도봉구	쌍문2동	8,581	20,501	9,955	10,546	20,343	9,864	10,479	158	91	67	2.37	3,384
2018.2/4	도봉구	쌍문3동	7,626	17,427	8,432	8,995	17,266	8,371	8,895	161	61	100	2.26	3,067
2018.2/4	도봉구	쌍문4동	7,182	20,235	9,670	10,565	20,187	9,655	10,532	48	15	33	2.81	2,565
2018.2/4	도봉구	방학1동	12,655	30,631	15,156	15,475	30,349	15,055	15,294	282	101	181	2.4	4,937
2018.2/4	도봉구	방학2동	9,575	21,977	11,099	10,878	21,784	11,023	10,761	193	76	117	2.28	3,796
2018.2/4	도봉구	방학3동	10,158	29,669	14,497	15,172	29,594	14,473	15,121	75	24	51	2.91	4,066
2018.2/4	도봉구	창1동	10,900	27,079	12,974	14,105	26,919	12,914	14,005	160	60	100	2.47	3,975
2018.2/4	도봉구	창2동	12,363	31,587	15,484	16,103	31,335	15,380	15,955	252	104	148	2.53	4,470
2018.2/4	도봉구	창3동	6,648	15,278	7,603	7,675	15,188	7,575	7,613	90	28	62	2.28	2,655
2018.2/4	도봉구	창4동	10,553	28,644	13,833	14,811	28,559	13,803	14,756	85	30	55	2.71	3,720
2018.2/4	도봉구	창5동	9,890	26,343	12,730	13,613	26,240	12,694	13,546	103	36	67	2.65	3,726
2018.2/4	도봉구	도봉1동	10,287	23,120	11,661	11,459	22,967	11,605	11,362	153	56	97	2.23	5,061
2018.2/4	도봉구	도봉2동	12,028	29,167	14,338	14,829	29,047	14,289	14,758	120	49	71	2.41	5,675
2018.2/4	노원구	소계	217,662	553,177	268,396	284,781	549,365	266,826	282,539	3,812	1,570	2,242	2.52	75,741
2018.2/4	노원구	월계1동	10,458	24,155	12,427	11,728	23,712	12,231	11,481	443	196	247	2.27	3,859
2018.2/4	노원구	월계2동	11,264	27,032	13,042	13,990	26,894	12,997	13,897	138	45	93	2.39	4,809
2018.2/4	노원구	월계3동	13,001	32,932	15,883	17,049	32,753	15,816	16,937	179	67	112	2.52	5,209
2018.2/4	노원구	공릉2동	16,079	41,669	20,444	21,225	41,222	20,206	21,016	447	238	209	2.56	4,508
2018.2/4	노원구	하계1동	12,365	30,225	14,690	15,535	29,711	14,441	15,270	514	249	265	2.4	3,794
2018.2/4	노원구	하계2동	8,347	24,076	11,549	12,527	24,021	11,523	12,498	55	26	29	2.88	2,832
2018.2/4	노원구	중계본동	9,232	27,053	13,268	13,785	26,970	13,234	13,736	83	34	49	2.92	2,494
2018.2/4	노원구	중계1동	9,130	28,546	13,952	14,594	28,467	13,920	14,547	79	32	47	3.12	2,162
2018.2/4	노원구	중계4동	8,428	21,876	10,658	11,218	21,792	10,629	11,163	84	29	55	2.59	3,538
2018.2/4	노원구	상계1동	15,657	41,362	20,188	21,174	41,191	20,130	21,061	171	58	113	2.63	6,004
2018.2/4	노원구	상계2동	8,741	21,815	10,762	11,053	21,652	10,698	10,954	163	64	99	2.48	2,954
2018.2/4	노원구	상계5동	11,149	26,640	13,029	13,611	26,485	12,974	13,511	155	55	100	2.38	4,605
2018.2/4	노원구	상계8동	9,313	24,809	11,964	12,845	24,764	11,955	12,809	45	9	36	2.66	2,484
2018.2/4	노원구	상계9동	8,512	22,639	10,883	11,756	22,552	10,861	11,691	87	22	65	2.65	2,834
2018.2/4	노원구	상계10동	6,661	17,219	7,962	9,257	17,155	7,930	9,225	64	32	32	2.58	1,960
2018.2/4	노원구	상계3.4동	11,871	27,186	13,573	13,613	27,044	13,530	13,514	142	43	99	2.28	5,403
2018.2/4	노원구	상계6.7동	14,025	35,720	16,683	19,037	35,566	16,623	18,943	154	60	94	2.54	4,230
2018.2/4	노원구	중계2.3동	15,499	38,300	17,908	20,392	38,150	17,851	20,299	150	57	93	2.46	6,572
2018.2/4	노원구	공릉1동	17,930	39,923	19,531	20,392	39,264	19,277	19,987	659	254	405	2.19	5,490
2018.2/4	은평구	소계	203,547	489,045	236,802	252,243	484,642	234,905	249,737	4,403	1,897	2,506	2.38	76,097
2018.2/4	은평구	녹번동	14,759	33,152	15,968	17,184	32,764	15,792	16,972	388	176	212	2.22	5,642
2018.2/4	은평구	불광1동	17,666	42,007	20,067	21,940	41,685	19,932	21,753	322	135	187	2.36	6,959
2018.2/4	은평구	갈현1동	11,111	25,322	12,409	12,913	25,019	12,246	12,773	303	163	140	2.25	4,041
2018.2/4	은평구	갈현2동	12,491	30,912	14,788	16,124	30,540	14,625	15,915	372	163	209	2.44	4,435
2018.2/4	은평구	구산동	12,726	33,914	16,992	16,922	33,683	16,886	16,797	231	106	125	2.65	5,431
2018.2/4	은평구	대조동	15,725	33,045	15,621	17,424	32,604	15,422	17,182	441	199	242	2.07	5,287
2018.2/4	은평구	응암1동	11,199	26,236	12,628	13,608	25,948	12,495	13,453	288	133	155	2.32	3,899
2018.2/4	은평구	응암2동	8,386	21,554	10,578	10,976	21,339	10,486	10,853	215	92	123	2.54	2,824
2018.2/4	은평구	신사1동	11,264	28,114	13,643	14,471	27,881	13,549	14,332	233	94	139	2.48	4,294
2018.2/4	은평구	신사2동	9,071	22,287	11,144	11,143	22,133	11,088	11,045	154	56	98	2.44	3,393
2018.2/4	은평구	증산동	6,931	16,633	8,218	8,415	16,522	8,167	8,355	111	51	60	2.38	2,851
2018.2/4	은평구	수색동	5,262	12,358	6,197	6,161	12,248	6,150	6,098	110	47	63	2.33	2,252
2018.2/4	은평구	진관동	20,075	56,345	26,778	29,567	56,121	26,683	29,438	224	95	129	2.8	6,921
2018.2/4	은평구	불광2동	13,628	30,126	14,664	15,462	29,840	14,544	15,296	286	120	166	2.19	5,255
2018.2/4	은평구	응암3동	12,435	26,568	13,044	13,524	26,238	12,922	13,316	330	122	208	2.11	5,124
2018.2/4	은평구	역촌동	20,818	50,472	24,063	26,409	50,077	23,918	26,159	395	145	250	2.41	7,489
2018.2/4	서대문구	소계	137,725	323,261	154,145	169,116	311,280	150,131	161,149	11,981	4,014	7,967	2.26	49,935
2018.2/4	서대문구	천연동	8,349	19,291	9,226	10,065	19,057	9,112	9,945	234	114	120	2.28	3,132
2018.2/4	서대문구	홍제1동	9,515	23,427	11,012	12,415	23,138	10,886	12,252	289	126	163	2.43	3,962
2018.2/4	서대문구	홍제3동	7,126	16,818	8,138	8,680	16,643	8,064	8,579	175	74	101	2.34	3,284
2018.2/4	서대문구	홍제2동	5,833	14,899	7,146	7,753	14,788	7,097	7,691	111	49	62	2.54	2,518
2018.2/4	서대문구	홍은1동	9,778	24,295	11,847	12,448	23,993	11,721	12,272	302	126	176	2.45	4,248
2018.2/4	서대문구	홍은2동	12,541	29,760	14,525	15,235	29,126	14,250	14,876	634	275	359	2.32	4,816
2018.2/4	서대문구	남가좌1동	6,079	17,300	8,288	9,012	16,896	8,135	8,761	404	153	251	2.78	2,071
2018.2/4	서대문구	남가좌2동	10,116	22,995	11,102	11,893	22,412	10,862	11,550	583	240	343	2.22	3,854
2018.2/4	서대문구	북가좌1동	7,025	19,586	9,477	10,109	19,432	9,415	10,017	154	62	92	2.77	2,775
2018.2/4	서대문구	북가좌2동	14,713	34,557	16,913	17,644	34,251	16,785	17,466	306	128	178	2.33	5,603
2018.2/4	서대문구	충현동	8,793	18,605	9,073	9,532	18,149	8,873	9,276	456	200	256	2.06	3,085
2018.2/4	서대문구	북아현동	7,562	17,825	8,488	9,337	17,432	8,319	9,113	393	169	224	2.31	2,239
2018.2/4	서대문구	신촌동	11,745	23,435	9,492	13,943	18,406	8,414	9,992	5,029	1,078	3,951	1.57	2,191
2018.2/4	서대문구	연희동	18,550	40,468	19,418	21,050	37,557	18,198	19,359	2,911	1,220	1,691	2.02	6,157
2018.2/4	마포구	소계	170,788	385,507	182,627	202,880	374,691	178,430	196,261	10,816	4,197	6,619	2.19	50,350
2018.2/4	마포구	용강동	9,102	22,614	10,838	11,776	22,052	10,532	11,520	562	306	256	2.42	2,700
2018.2/4	마포구	대흥동	7,183	13,775	6,381	7,394	11,954	5,854	6,100	1,821	527	1,294	1.66	1,868
2018.2/4	마포구	염리동	4,974	11,191	5,297	5,894	10,337	5,017	5,320	854	280	574	2.08	1,685
2018.2/4	마포구	신수동	9,164	21,801	10,620	11,181	21,347	10,445	10,902	454	175	279	2.33	2,953
2018.2/4	마포구	서교동	13,899	26,252	12,072	14,180	24,735	11,514	13,221	1,517	558	959	1.78	3,302
2018.2/4	마포구	합정동	9,618	19,723	9,161	10,562	19,356	9,014	10,342	367	147	220	2.01	2,543
2018.2/4	마포구	망원1동	10,274	21,674	10,311	11,363	21,289	10,147	11,142	385	164	221	2.07	3,163
2018.2/4	마포구	망원2동	8,176	19,798	9,469	10,329	19,603	9,396	10,207	195	73	122	2.4	2,777
2018.2/4	마포구	연남동	8,774	17,669	8,295	9,374	16,620	7,826	8,794	1,049	469	580	1.89	2,459
